id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
6709783,浪潮之巅,"近一百多年来，总有一些公司很幸运地、有意识或无意识地站在技术革命的浪尖之上。在这十几年间，它们代表着科技的浪潮，直到下一波浪潮的来临。
从一百年前算起，AT&T 公司、IBM 公司、苹果公司、英特尔公司、微软公司、思科公司、雅虎公司和Google公司都先后被幸运地推到了浪尖。虽然，它们来自不同的领域，中间有些已经衰落或正在衰落，但是它们都极度辉煌过。本书系统地介绍了这些公司成功的本质原因及科技工业一百多年的发展。
在极度商业化的今天，科技的进步和商机是分不开的。因此，本书也系统地介绍了影响到科技浪潮的风险投资公司，诸如 KPCB 和红杉资本，以及百年来为科技捧场的投资银行，例如高盛公司，等等。
在这些公司兴衰的背后，有着它必然的规律。本书不仅讲述科技工业的历史，更重在揭示它的规律性。",https://dou.img.lithub.cc/book/6709783.jpg,2011-8,https://book.douban.com/subject/6709783/,9,,3,,,2023-08-30 20:52:34,吴军 / 2011 / 电子工业出版社
35582672,量子宇宙,"世界公认的量子力学科普经典，一本书让你弄清楚宇宙的本质，看到科技的未来。
对于物理学者来说，量子力学是支持我们理解自然世界的三根砥柱之一，另外两根是爱因斯坦的狭义和广义相对论。爱因斯坦的理论分别处理了时间和空间的性质，以及引力问题，而量子力学处理剩下的一切问题。量子世界的""怪异""有很多丰碑“双缝实验”“薛定谔的猫”“不确定性原理”，它常常导致混乱，坦率地说，是糟糕的科学。
英国明星科学家布莱恩·考克斯和他的同事英国曼彻斯特大学理论物理学教授杰夫·福修共同编写了这本科普经典《量子宇宙》。书中用简洁的语言讲述了量子力学如何为自然界提供了一个具体的模型，其本质可与牛顿的运动定律、麦克斯韦的电磁理论、爱因斯坦的相对论相媲美。为了让大众读者更好地走进量子力学的物理世界，本书从物理的发展进程切入，追问哪些实验观察使量子力学成为必要，它是如何构建的，以及为什么我们能从中看到科技的未来，尽管它有明显的怪异性，它仍然是一个好理论。",https://dou.img.lithub.cc/book/35582672.jpg,2021-9-5,https://book.douban.com/subject/35582672/,8.5,,3,,,2023-08-30 20:52:14,【英】布莱恩·考克斯 【英】杰夫·福修 / 2021 / 上海科学技术文献出版社
33477229,上帝掷骰子吗？,"本书回顾量子论从无到有发展的风云录，从18世纪开始，直到21世纪，一批科学巨人开始颠覆传统物理学大厦，为了宇宙的终极理论而战，大大改变了人类发展的历史。
再现量子物理一路的荆棘与荣光，展现科学激动人心的魅力，这部量子物理史，足以唤起你对世界的全部好奇！
【编辑推荐】
*国内最畅销的科普神作，创科普类图书中强大口碑。
刘慈欣盛赞：”教科书要是能这么有趣就好了！”百万读者惊呼：原来物理这么燃！
*扎克伯格关注的科技前沿，全球下一轮新科技革命的引爆点。
*权威奖项认证，原创科普扛鼎之作。
荣获“科学时报读书杯ZUI佳科普创作奖”、“第三届吴大猷科普奖”、“国家图书馆文津图书奖”、“40年中国ZUI具影响力的40本科学科普书”多项大奖。
*打破量子物理的高冷面具，关于量子物理，没有人写得比他更通俗、更有趣。
*升级版全面焕新：
◎内文重新修订，增加新近科学进展，作者特为新版作序。
◎与Sheldon科学漫画工作室合作，图文打造生动有趣的阅读体验。
◎超过100张漫画、科学示意图、珍稀高清照片，无限拉近你与量子物理的距离。
◎双色印刷，版式大气，知识与审美的双重享受。
【媒体及名人推荐】
教科书要是能这么有趣就好了！生动的比喻，丰富的八卦，让艰涩的量子力学显得平易近人，堪称学生上课时ZUI想偷看的物理小说！
——刘慈欣
量子论的故事本来就跌宕起伏、激动人心，这位身世神秘的中国作家将这段故事演绎的高潮迭起、引人入胜，希望了解量子力学的普通读者请读此书。
——吴国盛（清华大学人文学院教授、科学史系主任）
生动有趣的量子物理学简史。作者既不是学物理的，也不是专业作家，但写出了国内ZUI好的量子物理学通俗读物。
——徐来（少年得到科学总编辑，科普作家）
科学英雄史诗、量子物理学版本的《人类群星闪耀时》。必须说真实的科学探索没有那么浪漫写意，科学家的生活可能还挺苦逼。但是作为普通人，这些彻底颠覆我们世界观的人仍然是毫无疑问的英雄。
——王立铭（浙江大学教授、生物学家）",https://dou.img.lithub.cc/book/33477229.jpg,2019-6-1,https://book.douban.com/subject/33477229/,9,,3,,,2023-08-30 20:52:01,曹天元 / 2019 / 北京联合出版公司
3674537,明朝那些事儿（1-9）,《明朝那些事儿》讲述从1344年到1644年，明朝三百年间的历史。作品以史料为基础，以年代和具体人物为主线，运用小说的笔法，对明朝十七帝和其他王公权贵和小人物的命运进行全景展示，尤其对官场政治、战争、帝王心术着墨最多。作品也是一部明朝政治经济制度、人伦道德的演义。,https://dou.img.lithub.cc/book/3674537.jpg,2009-4,https://book.douban.com/subject/3674537/,9.2,,5,,,2023-08-30 20:50:59,当年明月 / 2009 / 中国海关出版社
26925171,大明王朝1566,"编辑推荐
刘和平著的《大明王朝(1566上下)》对宦官的描写真绝！将“王权主义”写到他们骨头里去了。书中有两个最具命运感的人物，一个是海瑞，一个是嘉靖帝，他们在命运的催化下复活。作品用一出出可歌可泣的好戏，揭示了中国传统政治中儒道互补的运作规律。本书是高品位文化之作，故事新颖，扣人心弦，引人入胜。在许多情节、多种场景的往复切换中，表现出作者的大器局，胸有丘壑。
序言
我写这本书的时候没有提纲，采用一种随物赋形的写法，同行们戏称为“太极结构”。首先从天象说起，也就是从“无极”说起，书的开头就写嘉靖三十九年整个腊月到四十年正月十五都不下雪，然后说到“太极”，太极先是生太阴，这个太阴就是嘉靖。由于只有太阴在发动，所以开始时的局面乱成一团，接着阴极阳生，太阳出来了，海瑞就是太阳。嘉靖、海瑞是故事的发动机，周围所有的人都是八卦，都围绕阴阳两极，也就是这两个人旋转。八卦是不断变爻的，怎么变，要变出来才知道，所以我不敢也不能事先列出提纲。
写书前，我只做两方面的具体准备：一方面是史料的准备，另一方面是“思”的准备。开始创作时，就把“思”丟掉，把“理”找出来，用大历史观来观照想要表现的那一段历史。剩下的就是“想”，进人到想像空间。我口述，助手打字。这时刘和平已经不存在了，道家思想中“五十生有”的状态出现了，闭上眼睛，我是“无”的，而人物一一“附体”，于是就产生了作晶中的“有”。这样很耗精力，我几乎有一半时间是打着点滴来写。而为写这部书．我个人也已经准备很久。我想我是准备了一辈子。
写完这本书，我自觉完成了“两个突围”：对于传统模式下小说叙事方式的一种突围；对于历史题材的文艺作品如何突破所渭史实约束的一次突围。司马迁的《史记》被鲁迅称之为“史家之绝唱。无韵之《离骚》”，在说史以外，写历史的人还要用文学赋予历史以精神。传历史之神一一正是我一直以来的追求。对我而言，最后只剩下一个真实，就是“心的真实”，这是终极真实，而不是所谓的历史真实和艺术真实。达到了这个真实，读者不会斤斤计较于历史而是宁愿相信，作者笔下的人物就是活生生的历史人物，就是嘉靖，就是海瑞。
在此我特别要说一下嘉靖与海瑞这两个人物，他们太值得用文学表现了。嘉靖和海瑞，一位是最高权力境界的孤独者，一位是最高道德境界的孤独者，我与这两位孤独者有着非常强烈的感情共鸣。他们都生活在困境之中，嘉靖不愿做最大的奴隶，却把自己变成了最大的囚徒，二十七年不上朝，足不出丹房，自己软禁了自己；海瑞在自己的精神中建盖了一座牢房，为原则可以牺牲一切，对自己制定的原则绝对不放弃。两个人都是精神的囚徒，但他们互相懂得。
我自认是最后一代汉人，在今天国家经济高速发展、中华民族几千年的大河文化(指农业文明)逐渐走向海洋文化(指商业文明)的时候，最可怕的事情就是否认自己原本是从大河文化，也就是从农耕文明中来的。克罗齐说：“所有历史都是当代史”，在历史转型时期，我们这个民族在逐渐丢掉几千年来大河文化留给我们的历史精神遗产，包括优秀的传统文化。我对传统文化的热爱深入骨髓，这是我不愿意看到的，也是许多中华民族的传人不愿看到的。这就出现了近几年呼唤本民族优秀传统文化回归的思潮。
当一种新的思潮来临的时候，你进入其中，并且用作品来表现这种思潮的时候，它本身便承载了一种责任感、使命感，因此作品一出来，就一定会得到强烈的共鸣。我从2005年3月开始写《大明王朝1566》，电视剧2006年3月开机，2007ff．1月播出，运作速度之快在行业内被称为奇迹。我其实心里很明白，这是因为人们呼唤某种东西已经太久了。
最后我要谢谢我的父亲。我父亲解放前做过记者、主编，解放后是剧团的编剧；母亲是戏曲演员。我从小在剧场里长大，十三岁休学，从父读书，十五岁和父亲一起被下放到湖南农村，生活非常艰苦，每天我和父亲一前一后推车，两个人还比不上别人一个人。但对我来说那是一段幸运的时光。当时村中有农民抄家得来的很多书，经史子集，各种各样的书都有。我们白天出工，晚上一灯如豆，我和我父亲对坐读书。《古文观止》《唐诗三百首》都是那时候背诵下来的。我现在写书，古书上的话可以信手拈来，主要是因为有这份童子功。可惜我的父亲来不及看到《雍正王朝》就去世了。我把这本书献给他，也希望读者能喜爱这本书。",https://dou.img.lithub.cc/book/26925171.jpg,2016-7,https://book.douban.com/subject/26925171/,9.5,,5,,,2023-08-30 20:50:42,刘和平 / 2016 / 花城出版社
1770782,追风筝的人,"12岁的阿富汗富家少爷阿米尔与仆人哈桑情同手足。然而，在一场风筝比赛后，发生了一件悲惨不堪的事，阿米尔为自己的懦弱感到自责和痛苦，逼走了哈桑，不久，自己也跟随父亲逃往美国。
成年后的阿米尔始终无法原谅自己当年对哈桑的背叛。为了赎罪，阿米尔再度踏上暌违二十多年的故乡，希望能为不幸的好友尽最后一点心力，却发现一个惊天谎言，儿时的噩梦再度重演，阿米尔该如何抉择？
故事如此残忍而又美丽，作者以温暖细腻的笔法勾勒人性的本质与救赎，读来令人荡气回肠。",https://dou.img.lithub.cc/book/1770782.jpg,2006-5,https://book.douban.com/subject/1770782/,8.9,,3,,,2023-08-30 20:50:20,[美] 卡勒德·胡赛尼 / 2006 / 上海人民出版社
34996404,苏东坡新传,"以诗词为主线，参考百余种书目，还原真实、立体的东坡形象
典雅装帧，四色彩插，全新增订
余秋雨高度评价的传记经典
【编辑推荐】
◎人生为何不快乐，只因未读苏东坡
苏东坡是中国文化史上罕见的全才，在诗、文、书、画等方面都有不俗成就。如此天才，一生都颠沛流离，但他却能超越个人的悲哀，既超脱现实，又有烟火气。这种旷达的态度也指引我们获得自己的快乐之道。
◎余秋雨高度评价的传记经典，全新增订
余秋雨先生在《苏东坡突围》一文中直接引用本书原文，并高度评价此书文字典雅，作者归结甚有见地。本书已出版近四十年，此次全新增订，收录《寻找李一冰》和《缥缈孤鸿影：父亲与<苏东坡新传>》。
◎以诗词为主线，参考百余种书目，还原真实、立体的东坡形象
诗言志，所以本书十之八九取材于东坡诗词，以触摸他内心的喜怒哀乐。此外，作者参考东坡文集和后人笔记等百余种资料，考证坚实，笔触细腻，还原一个真实、立体的东坡形象。
◎典雅现代的装帧设计，四色彩插，极具典藏价值
典雅与现代并行的装帧风格，封面选用纹理极强的手揉纸，手工粘贴纹理温厚的环保幼棉，并烫金印鉴。四色彩插，采用100g细腻纯质纸印刷，直观展现苏东坡及其相关的画像、作品。
【内容简介】
苏东坡，天赋异禀的大文豪，无可救药的乐天派……
他的标签很多，却难以被标签定义。居高处为翰林学士，落低谷为狱中囚犯，一生波澜曲折都在诗里见。本书即以东坡诗词为主线，兼及东坡文集、后人笔记等百余种资料，以坚实的考订和热情的笔触，呈现出一个立体的东坡形象。
全新增订版特别收录《寻找李一冰》和《缥缈孤鸿影──父亲与〈苏东坡新传〉》，追寻谜样作者和出版缘由，附录《苏轼及宋朝大事年表》。
【名人推荐】
一冰先生写《苏传》，不像林语堂看到的东坡，是横空出世、天才洋溢，他看的东坡是狱中狼狈至极的东坡、虎口余生出狱后的东坡，是从苦闷中走向旷达自在、从现实接二连三的无情打击走向一而再、再而三的意志坚强与生命韧性的东坡。
——作家  张辉诚
是文字较为典雅的学术著作，大抵让苏轼以其诗文来自道生平，作者的归结甚有见地。
——作家  余秋雨",https://dou.img.lithub.cc/book/34996404.jpg,2020-7,https://book.douban.com/subject/34996404/,9.4,,3,,,2023-08-30 20:49:56,李一冰 / 2020 / 四川人民出版社
26847644,苏东坡传,本书讲述的苏东坡是一个秉性难改的乐天派，是悲天悯人的道德家，是散文作家，是新派的画家，是伟大的书法家，是酿酒的实验者，是工程师，是假道学的反对派，是瑜伽术的修炼者，是佛教徒，是士大夫，是皇帝的秘书，是饮酒成性者，是心肠慈悲的法官，是政治上的坚持己见者，是月下的漫步者，是诗人，是生性诙谐爱开玩笑的人。但是这还不足以道出苏东坡的全部。,https://dou.img.lithub.cc/book/26847644.jpg,2016-6,https://book.douban.com/subject/26847644/,8.1,,3,,,2023-08-30 20:49:41,林语堂 / 2016 / 湖南文艺出版社
35635639,法治的细节,"◎编辑推荐：
◇2020年度法治人物、中国政法大学罗翔教授全新法律随笔，解读热点案件，思辨法治要义。
◇集结罗翔近两年对法治与社会的观察，论法理、聊读书、谈爱情，人间清醒与你坦诚相见。
◇盘点近年热点案件，理性而不失温度，从N号房事件到张玉环案，如何在现实中追求正义？
◇从法律视角破解电车难题，思辨刑罚边界、胎儿权利等法理冲突，在时事中保持理性思考
◇收录罗翔走红后的心路历程，不仅普法，更分享人生经历与感悟，附罗翔青年照。
◎内容简介：
《法治的细节》是中国政法大学法学教授罗翔全新的法学随笔，面向大众读者，从热点案件解读、法学理念科普、经典名著讲解等6大板块，普及法律常识与法治观念。内容包括辛普森案、电车难题、性同意制度等法律基本常识，或N号房、张玉环案等时事热点的案件，多维度培育法律思维，助力法治社会的构建，点亮每个人心中的法治之光。
此外，本书还收录了罗翔在爆红后的心路历程，分享其求学成长经历，袒露其心境的变化与成熟，与读者一起通过阅读与思辨，走出生活中的迷茫时刻，在现实中共同完善法治的细节。
◎媒体评价：
理性而不失温度，感性而不失高度。这不仅是罗翔老师这样法律传播者的愿望，也是在法治社会中我们应有的态度。
——《人民日报》
法律可能让人觉得很生涩，离生活比较远。但是罗老师能让你知道法律跟生活是非常贴近的。他自己本身很懂，所以可以用最简单直白的语言讲出来。
——《南方周末》
罗翔老师不仅给你提供法律专业视角下的独特解读，还时不时来一场哲学教育，让你感受到一种被降维打击的快感，获得感和成就感满满。
——《第一财经》
外皮是喜感的口音，搞笑的例证；内核则是在多年的实践和思辨中寻求真理，催人上进，成为内容产业中的一股“清流”。这恐怕是罗翔之所以能持续受欢迎的原因所在。
——《中国新闻周刊》
罗翔老师满足了人们对有力量的通识教育的想像。用荒诞、极端案件逗笑人的同时，夹带出对尊重生命、尊重常识和对理想主义的呼唤。
——《三联生活周刊》
“津津有味”是罗翔弹幕里的高频词。除此之外，人们喜欢他，很大程度上也是因为他的真性情。
——《网易》",https://dou.img.lithub.cc/book/35635639.jpg,2021-11,https://book.douban.com/subject/35635639/,8.4,,5,,,2023-08-30 20:49:15,罗翔 / 2021 / 云南人民出版社
35365867,万族之劫,"苏宇有个秘密，他在梦中连续遭受万族追杀十多年，永无休止。
十八岁这年，他亲眼目睹父亲苏龙奔赴战场与万族厮杀。
无力的他决心成为一名强者，然而开元三重的他与战争学院录取线差距太大。
关键时刻，梦境神物万族金册复苏了。金册吸收精血，可还原万族天赋技功法，苏宇因此一跃成为南元天才，修为一路狂飙，从此一发不可收拾……",https://dou.img.lithub.cc/book/35365867.jpg,2020-9-1,https://book.douban.com/subject/35365867/,7.1,,3,,,2023-08-30 20:48:32,2020 / 追梦人出版社有限公司
